Anopheles_gambiae__CRY1	DromelEVm003433t1	0.0	679	60.628	328	545	542	5	539	7	539	541	199	4
Anopheles_gambiae__CRY1	BlagerEVm004634t1	0.0	663	58.333	315	545	543	5	541	12	536	540	207	5
Anopheles_gambiae__CRY1	BommorEVm001994t1	0.0	655	57.699	311	545	525	1	539	1	525	539	214	4
Anopheles_gambiae__CRY1	CalphiEVm001118t1	0.0	584	51.583	277	545	527	1	537	1	518	537	241	5
Anopheles_gambiae__CRY1	CalsaY_EVm003051t1	0.0	583	52.256	278	545	527	6	537	6	518	532	235	5
Anopheles_gambiae__CRY1	CalsaE_EVm005326t1	0.0	583	52.256	278	545	527	6	537	6	518	532	235	5
Anopheles_gambiae__CRY1	Clivit_EVm001792t1	0.0	582	50.844	271	545	527	5	537	5	518	533	243	5
Anopheles_gambiae__CRY1	Cuaame_EVm002298t1	0.0	582	51.397	276	545	540	1	537	13	531	537	243	5
Anopheles_gambiae__CRY1	GeclaM_EVm004515t1	0.0	582	52.328	281	545	527	1	537	1	518	537	237	5
Anopheles_gambiae__CRY1	Thodob_EVm002599t1	0.0	580	51.955	279	545	528	1	537	1	519	537	240	5
Anopheles_gambiae__CRY1	Clitri_EVm001960t1	0.0	577	51.032	272	545	527	5	537	5	518	533	242	5
Anopheles_gambiae__CRY1	RanranEVm000813t1	0.0	576	53.935	281	545	502	1	521	1	502	521	221	5
Anopheles_gambiae__CRY1	Cliant_EVm002493t1	0.0	575	50.844	271	545	527	5	537	5	518	533	243	5
Anopheles_gambiae__CRY1	Minpug_EVm004964t1	0.0	573	52.068	277	545	527	6	537	6	518	532	236	5
Anopheles_gambiae__CRY1	Styrich_EVm003037t1	0.0	567	50.466	271	545	543	1	537	16	534	537	248	6
Anopheles_gambiae__CRY1	ParausEVm005195t1	0.0	564	50.838	273	545	538	1	537	11	529	537	246	5
Anopheles_gambiae__CRY1	Lysamb_EVm001809t1	0.0	564	49.442	266	545	539	1	537	12	530	538	252	7
Anopheles_gambiae__CRY1	MetmagEVm002785t1	0.0	561	50.000	269	545	531	1	538	5	523	538	250	5
Anopheles_gambiae__CRY1	HomameEVm005330t1	0.0	557	50.000	269	545	528	1	537	1	519	538	249	6
Anopheles_gambiae__CRY1	Panar2_EVm003643t1	0.0	553	50.469	269	545	528	5	537	5	519	533	246	5
Anopheles_gambiae__CRY1	Panar1_EVm005038t1	0.0	553	50.469	269	545	528	5	537	5	519	533	246	5
Anopheles_gambiae__CRY1	CarmaY_EVm005238t1	0.0	549	50.279	270	545	527	1	537	1	518	537	248	5
Anopheles_gambiae__CRY1	CarmaC_EVm005814t1	0.0	549	50.279	270	545	527	1	537	1	518	537	248	5
Anopheles_gambiae__CRY1	ThyineEVm006019t1	0.0	535	48.694	261	545	534	6	541	8	529	536	261	5
Anopheles_gambiae__CRY1	Coecly_EVm001142t1	0.0	525	50.600	253	545	511	38	537	14	502	500	236	4
Anopheles_gambiae__CRY1	Penmo1_EVm000605t1	4.70e-180	522	46.555	250	545	528	1	537	1	519	537	269	6
Anopheles_gambiae__CRY1	NeodenEVm003719t1	2.38e-178	516	51.464	246	545	477	60	537	1	468	478	222	4
Anopheles_gambiae__CRY1	ParnanEVm004811t1	3.03e-178	518	47.715	261	545	550	5	543	12	545	547	265	6
Anopheles_gambiae__CRY1	ThyineEVm006019t2	3.04e-176	511	49.896	241	545	478	6	488	8	478	483	230	4
Anopheles_gambiae__CRY1	AcafosEVm006511t3	2.16e-171	501	44.569	238	545	542	5	537	19	537	534	280	5
Anopheles_gambiae__CRY1	AmpampEVm003784t1	4.93e-169	494	47.166	258	545	535	5	537	6	523	547	246	9
Anopheles_gambiae__CRY1	EuraffEVm006018t1	7.42e-169	495	44.963	241	545	562	5	539	43	562	536	278	5
Anopheles_gambiae__CRY1	EuraffEVm004226t1	1.18e-166	494	44.737	238	545	681	5	535	163	679	532	278	6
Anopheles_gambiae__CRY1	DapmagEVm005335t1	3.35e-166	487	45.387	246	545	530	5	541	2	527	542	275	6
Anopheles_gambiae__CRY1	LepsalEVm003727t1	3.44e-158	467	41.835	228	545	549	4	543	7	542	545	303	5
Anopheles_gambiae__CRY1	CarmaY_EVm005238t5	7.40e-154	452	51.389	222	545	435	106	537	6	426	432	199	4
Anopheles_gambiae__CRY1	Canbo1_EVm005622t1	1.81e-142	422	49.275	204	545	412	124	537	1	403	414	199	4
Anopheles_gambiae__CRY1	LepsalEVm003727t2	1.74e-139	417	43.413	201	545	467	4	465	7	460	463	252	4
Anopheles_gambiae__CRY1	MacrosEVm001411t1	3.96e-128	383	51.734	179	545	350	192	537	6	341	346	157	4
Anopheles_gambiae__CRY1	EupsupEVm006517t1	5.49e-124	374	49.211	187	545	376	160	539	1	369	380	182	4
Anopheles_gambiae	DromelEVm003456t1	0.0	718	63.569	342	556	540	2	537	3	539	538	193	3
Anopheles_gambiae	DapmagEVm004691t3	0.0	619	56.373	314	556	524	4	556	3	524	557	204	8
Anopheles_gambiae	Erisi1_EVm004932t1	0.0	610	58.600	293	556	505	6	504	2	491	500	196	4
Anopheles_gambiae	Minpug_EVm005273t1	0.0	608	58.200	291	556	506	6	504	2	491	500	198	3
Anopheles_gambiae	DapmagEVm004691t2	0.0	607	54.325	314	556	545	4	556	3	545	578	204	9
Anopheles_gambiae	HomameEVm005232t1	0.0	606	57.738	291	556	535	2	503	28	520	504	200	4
